RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,99779,74598.71,469680.5,,,,,,,6264.342,,,
100,1,1119,1841.342,309.155,,,,,,,974.383,,,
100,2,447,722.885,3.120,,,,,,,,,,
100,3,724,931.563,2.292,,,,,,,,,,
100,4,1019,1131.591,0.705,,,,,,,,,,
90,0,120310,160853.5,455301.9,149,2150.765,101.706,2,88371.90,449927612,25917.95,28729,44267.15,13891.68
90,1,27200,111318.6,28703.53,59,568.906,55.512,1,58921.28,0.000,25540.58,37677,57497.00,4689.205
90,2,271,483.852,1.355,,,,,,,,,,
90,3,239,273.980,0.320,,,,,,,,,,
90,4,1476,2027.840,2.269,,,,,,,,,,
80,0,128717,174013.5,73986.38,69,1040.940,103.850,4,140661.2,115241622,32363.78,37545,45943.89,11745.19
80,1,37669,130577.7,33027.12,1002,9726.104,84.692,1,50454.58,0.000,28448.93,45832,59488.59,53820.92
80,2,273,471.028,2.435,,,,,,,,,,
80,3,1352,1609.234,2.648,,,,,,,,,,
80,4,740,969.687,1.468,,,,,,,,,,
70,0,130372,179712.9,114727.4,88,955.993,63.589,6,169299.1,26096670,34371.25,39480,47890.89,2896.390
70,1,36282,125683.2,21362.91,8,63.789,3.242,1,19086.47,0.000,30563.92,47610,61104.84,4583.348
70,2,612,849.870,1.485,,,,,,,,,,
70,3,1532,1938.836,1.133,,,,,,,,,,
70,4,627,734.211,0.822,,,,,,,,,,
60,0,130534,184880.0,237121.7,78,1048.252,104.969,6,136506.5,56640889,35294.73,39987,48190.55,9197.497
60,1,38191,127750.4,20223.97,44,309.148,0.296,1,18250.90,0.000,31980.07,49102,58914.09,9960.237
60,2,604,790.641,1.297,,,,,,,,,,
60,3,2196,2328.919,61.757,,,,,,,,,,
60,4,1614,2246.814,1.954,,,,,,,,,,
50,0,155322,218553.6,67155.93,1582,13375.49,32.896,7,144113.3,43330721,39178.43,52591,49851.50,4676.085
50,1,70194,181414.6,173166.4,3119,26740.20,270.858,1,32009.86,0.000,37523.72,66234,61129.15,15094.33
50,2,1117,1592.525,3.920,16,141.143,23.277,,,,,16,0.689,0.000
50,3,1790,2321.982,1.517,,,,,,,,,,
50,4,1849,2304.393,1.273,,,,,,,,,,
40,0,636232,712340.1,1390440,1256,16763.65,87.120,8,157231.1,75055338,186511.5,312871,77593.64,103033.1
40,1,500355,625134.5,3103257,1035,13387.76,130.478,1,27250.81,0.000,174770.7,300522,98656.32,59432.13
40,2,334,570.506,1.499,,,,,,,,,,
40,3,3334,3730.140,30.772,16,116.741,2.515,,,,,16,0.641,0.000
40,4,2111,3035.635,62.080,9,70.714,2.456,,,,,10,0.425,0.000
30,0,744085,1198483,5471575,320,5988.362,133.546,8,148595.2,76840180,353357.4,422606,259165.0,322658.0
30,1,614118,1072490,2167107,323,6345.088,125.404,2,36106.11,106532861,330025.2,395931,260178.7,192347.5
30,2,436,726.291,1.097,,,,,,,,,,
30,3,3656,4059.922,201.583,,,,,,,,,,
30,4,2194,2926.522,10.892,,,,,,,,,,
20,0,752272,1236465,3096895,172,2208.232,96.212,8,140443.9,13199880,358223.5,440115,292848.6,376788.7
20,1,630635,1092549,2604254,68,682.948,62.481,2,44097.48,3463988,337603.3,405538,266904.1,318700.7
20,2,904,1279.384,1.641,,,,,,,,,,
20,3,3336,4645.584,5.283,,,,,,,,,,
20,4,2873,3430.988,2.355,,,,,,,,,,
10,0,752946,1265368,2561193,110,1878.769,979.025,5,93815.50,183298.4,378507.1,439976,288066.3,187126.4
10,1,629641,1136095,42283905,,,,1,17417.40,0.000,349096.0,407363,286323.9,204764.5
10,2,302,548.144,2.124,,,,,,,,,,
10,3,3291,4851.929,10.258,,,,,,,,,,
10,4,2756,3222.357,2.978,,,,,,,,,,
5,0,759485,1365205,4522414,1248,15275.50,95.808,8,107022.9,585158.1,424938.1,445776,310944.1,1473192
5,1,639923,1379544,7310463,2686,35226.20,255.469,1,11795.52,0.000,396840.4,432606,402568.3,407721.6
5,2,382,789.280,5.311,16,133.685,28.380,,,,,16,0.671,0.000
5,3,3230,4267.631,8.736,,,,,,,,,,
5,4,1400,1584.394,1.485,,,,,,,,,,
