RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.90,1.34,0:08.25,94,678502,0,204
90,7.03,1.23,0:08.26,56,689446,0,12606
80,6.94,1.38,0:08.33,352,698928,0,13844
70,7.00,1.55,0:08.56,804,715250,0,23913
60,7.21,1.76,0:08.98,13837,765329,0,68632
50,7.26,2.04,0:09.32,5883,900173,0,120331
40,7.26,2.34,0:09.61,6912,1030757,0,271508
30,7.76,2.44,0:10.21,15923,1153784,0,439839
20,7.69,2.68,0:10.38,2266,1264510,0,540350
10,7.97,2.89,0:10.88,2674,1371354,0,692979
5,8.64,3.19,0:11.84,4013,1441163,0,756582
