RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,100515,72822.52,4903.817,,,,,,,,,,,100515,2903.378,19.890
100,1,1426,1925.426,3.643,,,,,,,,,,,1426,50.129,0.000
100,2,523,895.722,3.319,,,,,,,,,,,523,28.578,0.001
100,3,832,1055.017,0.979,,,,,,,,,,,832,30.586,0.000
100,4,448,590.032,1.951,,,,,,,,,,,448,15.708,0.000
90,0,142227,468691.6,194717.2,38153,365786.0,18745.61,1,16371.08,0.000,,41539,1711.511,357.652,142227,4370.356,57.682
90,1,1264,1848.726,3.897,,,,,,,,,,,1264,63.039,0.183
90,2,638,983.600,1.677,,,,,,,,,,,638,34.998,0.001
90,3,736,1067.485,3.669,,,,,,,,,,,736,28.555,0.000
90,4,496,652.809,0.999,,,,,,,,,,,496,17.768,0.000
80,0,152698,581194.4,254526.7,50171,470853.5,587179.8,2,36207.22,7927811,,52175,1981.370,328.684,152698,4623.313,47.236
80,1,1408,2289.684,46.111,,,,,,,,,,,1408,49.741,0.000
80,2,475,767.801,1.647,,,,,,,,,,,475,27.383,0.001
80,3,1748,2280.347,2.321,,,,,,,,,,,1748,60.927,0.000
80,4,1332,1812.889,2.060,,,,,,,,,,,1332,47.935,0.000
70,0,197834,800833.7,594330.8,74089,661481.8,1678595,3,56313.39,25556715,,78063,3759.457,1714.216,197834,6113.032,166.729
70,1,1687,2359.905,2.954,,,,,,,,,,,1687,93.341,0.360
70,2,348,612.025,2.394,,,,,,,,,,,348,21.945,0.002
70,3,1467,2035.451,2.227,,,,,,,,,,,1467,55.460,0.000
70,4,1346,1809.980,2.144,,,,,,,,,,,1346,47.192,0.000
60,0,185843,748557.2,684476.9,71817,604949.1,50763.40,4,64555.92,5236420,,75842,9126.850,7614.065,185843,5890.553,155.258
60,1,1848,2436.493,2.076,,,,,,,,,,,1848,80.333,0.124
60,2,332,633.483,0.824,,,,,,,,,,,332,22.566,0.002
60,3,1795,2669.124,28.098,,,,,,,,,,,1795,69.625,0.000
60,4,1046,1565.229,3.505,4,39.326,10.610,,,,,8,0.256,0.000,1046,37.544,0.000
50,0,245574,969492.6,2706591,91254,779545.7,82359.17,4,58514.31,2422794,,109733,16436.80,7692.564,245574,7991.867,16488.40
50,1,2193,3027.375,24.104,,,,,,,,,,,2193,77.940,0.002
50,2,499,817.686,1.074,,,,,,,,,,,499,29.786,0.002
50,3,2133,2834.271,31.642,1,10.650,0.000,,,,,12,9.812,2.158,2133,79.607,0.008
50,4,1765,2440.501,2.899,,,,,,,,,,,1765,78.367,0.123
40,0,1138880,3359818,18984541,163426,1774163,1126426,4,75989.83,2699241,,719651,834135.3,10603784,1138880,36593.34,23845.76
40,1,2448,3480.187,6.705,,,,,,,,,,,2448,84.167,0.000
40,2,1115,1606.241,1.392,,,,,,,,,,,1115,53.119,0.001
40,3,4910,7202.915,18.879,,,,,,,,,,,4910,221.220,0.412
40,4,2734,3644.787,4.731,,,,,,,,,,,2734,96.901,0.000
30,0,1382731,4545939,7787362,245060,2557058,2067157,5,65710.16,775100.9,,945003,1069047,5714585,1382731,45732.09,107195.2
30,1,227,324.062,3.755,,,,,,,,,,,227,8.828,0.000
30,2,1153,1936.602,4.309,,,,,,,,,,,1153,99.149,0.500
30,3,6374,9534.076,46.604,,,,,,,,,,,6374,301.793,1.511
30,4,3551,4661.896,8.018,,,,,,,,,,,3551,124.355,0.000
20,0,1382663,4530973,1197250,244792,2516729,998316.9,4,64302.78,1432517,,941538,1085940,5742168,1382663,44795.40,23145.54
20,1,2542,3429.425,8.442,5,39.734,3.305,,,,,9,0.339,0.000,2542,90.108,0.000
20,2,616,1207.296,3.048,,,,,,,,,,,616,61.940,0.449
20,3,3267,4906.100,12.908,4,31.510,3.137,,,,,7,0.190,0.000,3267,172.129,0.779
20,4,1054,1455.036,2.207,,,,,,,,,,,1054,55.159,0.255
10,0,1441201,4664470,1155499,254356,2590883,2442353,7,71206.18,6322678,,987937,1103874,187511360,1441201,46450.48,5663.267
10,1,1895,2605.987,2.131,,,,,,,,,,,1895,69.570,0.000
10,2,650,1310.481,4.392,,,,,,,,,,,650,47.272,0.002
10,3,2020,2878.664,2.165,,,,,,,,,,,2020,95.478,0.101
10,4,7854,9614.725,315.235,,,,,,,,,,,7854,384.156,5.025
5,0,1890446,5891863,3277922,321754,3072180,1450246,29,69770.07,315889.6,,1490530,1547427,4532424,1890446,61701.29,19651.60
5,1,3659,5211.923,397.206,,,,,,,,,,,3659,147.194,1.956
5,2,1001,1791.866,2.910,,,,,,,,,,,1001,64.556,0.002
5,3,4543,7016.229,16.194,,,,,,,,,,,4543,222.098,0.269
5,4,1473,2151.167,3.003,2,38.496,26.879,,,,,8,0.316,0.000,1473,55.764,0.000
