RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,603523,270
90,1049419,100
80,1049424,100
70,1049379,102
60,1049390,101
50,1049452,100
40,1049467,103
30,1049483,102
20,1049441,103
10,1049433,101
5,1049497,101
