RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,786494,1390039,6471346,53455,834959.3,248914.8,,,,47193.07,262157,8570.843,375.650
100,1,1318,1650.637,2.154,,,,,,,,,,
100,2,440,696.358,3.500,,,,,,,,,,
100,3,1021,1250.093,1.680,,,,,,,,,,
100,4,1456,1779.719,1.810,,,,,,,,,,
90,0,786490,1030129,34631537,7,98.917,84.073,16,420277.5,33138878,210517.9,337121,221757.2,195750.6
90,1,1762,2374.060,1.947,,,,,,,,,,
90,2,258,406.948,0.521,,,,,,,,,,
90,3,2070,2774.684,1.760,,,,,,,,,,
90,4,825,942.103,0.713,,,,,,,,,,
80,0,786563,1044032,2308767,7,52.913,1.254,14,415922.1,116711929,215407.9,337648,225261.7,841915.4
80,1,810,1059.311,3.451,,,,,,,,,,
80,2,923,1148.935,0.675,,,,,,,,,,
80,3,3615,4264.569,557.188,,,,,,,,,,
80,4,1326,1877.834,2.186,,,,,,,,,,
70,0,786739,1053406,6370586,12,194.048,113.400,15,380163.6,110251500,217226.6,338521,226730.8,118313.0
70,1,1940,2704.420,2.286,,,,,,,,,,
70,2,428,731.917,3.282,8,59.228,2.299,,,,,8,0.320,0.000
70,3,1854,2582.145,2.902,,,,,,,,,,
70,4,1768,2225.660,2.022,,,,,,,,,,
60,0,995776,1660811,247652.3,45,596.856,96.882,16,743282.2,1339506984,333685.9,627173,557300.1,313810.3
60,1,251,315.974,1.375,,,,,,,,,,
60,2,1242,1638.545,2.401,,,,,,,,,,
60,3,2154,2949.906,24.906,,,,,,,,,,
60,4,1771,2210.093,2.255,,,,,,,,,,
50,0,1048761,1840205,8416777,49,740.501,135.156,22,892713.0,724216282,361384.2,701539,679873.9,6889815
50,1,1058,1283.167,1.510,,,,,,,,,,
50,2,546,850.383,3.026,,,,,,,,,,
50,3,895,1211.519,2.369,16,113.804,2.902,,,,,16,0.572,0.000
50,4,111,116.939,0.291,,,,,,,,,,
40,0,1048785,1906992,1378820,17,254.263,130.634,10,272809.9,48223900,374056.7,709663,695142.5,1089932
40,1,2063,2749.079,2.985,30,201.791,0.670,,,,,30,1.116,0.000
40,2,301,592.504,2.843,,,,,,,,,,
40,3,1928,2791.243,2.470,,,,,,,,,,
40,4,824,1027.053,2.443,,,,,,,,,,
30,0,1048909,1900523,2875394,17,250.637,110.560,10,218157.0,92213844,372033.6,706522,700655.1,617623.1
30,1,1411,1941.818,29.882,,,,,,,,,,
30,2,388,628.385,1.200,,,,,,,,,,
30,3,983,1307.589,0.679,,,,,,,,,,
30,4,4127,4900.685,36.133,,,,,,,,,,
20,0,1048843,1914235,6777263,17,271.119,121.014,6,128771.4,69868990,366656.0,711706,715780.8,866135.5
20,1,406,764.483,7.545,30,212.028,3.630,,,,,30,1.153,0.000
20,2,454,792.897,2.843,,,,,,,,,,
20,3,4188,5075.223,407.133,,,,,,,,,,
20,4,2193,2838.737,20.534,,,,,,,,,,
10,0,1048651,1917434,2175869,18,174.571,46.208,2,42847.69,5055360,365271.7,711375,717429.9,534358.0
10,1,1355,1885.438,3.805,,,,,,,,,,
10,2,512,986.623,4.835,31,220.632,7.288,,,,,31,1.121,0.000
10,3,858,1167.243,1.816,,,,,,,,,,
10,4,4317,4968.034,92.838,,,,,,,,,,
5,0,1048764,1919175,1449497,17,185.066,49.875,1,8443.829,0.000,364376.5,709865,714349.6,3128477
5,1,1931,2515.011,2.991,,,,,,,,,,
5,2,472,760.178,5.235,,,,,,,,,,
5,3,1211,1655.789,0.932,,,,,,,,,,
5,4,1026,1273.658,1.986,,,,,,,,,,
