RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.15,1.74,0:03.89,53455,733114,283567,60674
90,2.21,1.69,0:04.00,7,786558,384666,282414
80,2.35,1.60,0:04.04,7,786558,437087,283135
70,2.36,1.58,0:04.03,12,786561,487658,283853
60,2.42,2.42,0:05.11,45,995511,564471,497659
50,2.40,2.71,0:05.45,49,1048678,565397,551550
40,2.55,2.09,0:04.99,17,1048713,565594,562595
30,2.61,1.94,0:04.89,17,1048710,565592,562677
20,2.63,1.84,0:04.82,17,1048714,565584,562776
10,2.59,1.81,0:04.77,18,1048708,565590,562902
5,2.81,1.55,0:04.72,17,1048710,565580,562947
