RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.40,0.17,0:04.57,0,104849,0,0
90,4.48,0.56,0:05.05,12920,114026,164309,95711
80,4.52,1.40,0:05.93,53218,115423,467794,339534
70,4.63,1.82,0:06.46,68748,119984,475792,448986
60,4.71,1.92,0:06.65,74175,119984,493207,484251
50,4.89,2.20,0:07.12,83734,157211,620097,606507
40,5.20,4.33,0:09.86,110232,428554,1469113,1453667
30,5.60,11.92,0:20.13,204487,1081398,3712139,4050511
20,5.70,12.93,0:21.40,212352,1117404,3947915,4410433
10,5.70,28.74,0:41.13,470513,2154542,7430078,9117040
5,5.45,27.72,0:40.30,453321,2212425,6979691,9294554
