RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.86,0.82,0:06.69,91,678143,903,622
90,5.86,0.88,0:06.75,1503,687895,39057,11549
80,5.93,0.88,0:06.83,1483,687918,82400,11602
70,5.84,1.15,0:07.01,9854,689440,153344,24614
60,5.99,1.64,0:07.65,44588,719885,244612,88249
50,6.09,2.18,0:08.32,76924,767533,347535,169975
40,6.14,2.83,0:09.04,125236,848921,433457,301609
30,6.30,3.88,0:10.37,205386,958866,560212,494009
20,6.25,4.29,0:10.80,219055,1011033,652733,609895
10,6.62,4.61,0:11.63,236464,1139190,714063,762923
5,7.55,4.76,0:12.73,244847,1210868,775389,858314
