RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.32,0.73,0:03.09,736,691610,178237,5722
90,2.23,1.70,0:04.11,32833,753732,385477,283001
80,2.34,1.61,0:04.14,32835,753731,444017,283835
70,2.26,1.71,0:04.14,32858,753716,491420,284525
60,2.33,2.82,0:05.26,69075,927098,564478,498168
50,2.27,3.21,0:05.60,80742,967985,565390,551646
40,2.54,2.49,0:05.14,75768,972959,565587,563021
30,2.42,2.52,0:05.05,74289,974437,565581,563008
20,2.43,2.42,0:04.98,80733,967994,565585,563021
10,2.53,2.37,0:05.04,93994,954733,565588,563019
5,2.60,2.32,0:05.07,97485,951242,565584,563018
