RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.53,4.22,0:07.09,58757,717485,935562,759829
90,3.57,9.27,0:13.59,128627,920163,2561169,2409125
80,3.10,9.73,0:13.63,132206,916592,2262451,2248229
70,2.98,10.29,0:14.09,129484,919317,2360453,2249647
60,3.05,10.94,0:14.83,137956,910848,2798688,2255456
50,3.20,11.38,0:15.39,131273,917534,3127582,2260251
40,3.33,12.07,0:16.27,132287,916523,3663570,2268128
30,3.45,12.33,0:16.67,128157,920656,3888272,2271397
20,3.63,12.67,0:17.19,133584,915232,4113374,2274863
10,3.75,12.95,0:17.60,130589,918230,4300810,2277406
5,3.60,9.81,0:14.02,138924,909897,3237439,1710283
