RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.58,1.33,0:03.92,2169,621498,0,2920
90,2.77,1.83,0:04.61,38,786654,0,266528
80,2.80,1.80,0:04.60,38,786652,0,266817
70,2.70,2.02,0:04.72,44,786657,0,267191
60,2.86,2.40,0:05.27,54,995176,0,477454
50,2.89,2.43,0:05.33,108,1048748,0,528144
40,3.08,2.14,0:05.23,52,1048804,0,531439
30,3.06,2.17,0:05.23,52,1048805,0,531433
20,2.82,2.39,0:05.22,52,1048805,0,531401
10,2.90,2.31,0:05.22,52,1048805,0,531416
5,2.94,2.29,0:05.24,52,1048805,0,531408
