RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.20,0.74,0:02.94,452,605865,86890,3050
90,2.06,4.21,0:06.29,138053,910739,565274,543527
80,2.20,4.06,0:06.29,141457,907337,565610,563014
70,2.11,4.13,0:06.26,141321,907477,565614,563022
60,2.18,4.50,0:06.70,180796,868008,565613,563023
50,2.15,4.56,0:06.74,169176,879628,565617,563032
40,2.23,4.66,0:06.91,205784,843027,565621,563039
30,2.26,6.64,0:08.92,373983,674827,565617,563047
20,2.28,3.93,0:06.23,157335,891478,565619,563054
10,2.26,3.40,0:05.69,131718,917097,565621,563052
5,2.26,3.35,0:05.65,129970,918845,565618,563057
