RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.17,0.17,0:04.34,0,104855,0,0
90,4.24,0.35,0:04.61,5393,109937,110104,63332
80,4.42,0.39,0:04.84,3986,109797,243571,206121
70,4.32,0.76,0:05.11,5448,112151,299708,287007
60,4.52,0.66,0:05.21,4193,112422,303702,302325
50,4.68,0.65,0:05.35,16471,127296,355910,345003
40,4.83,1.93,0:06.82,59331,276859,800138,816755
30,5.24,3.48,0:10.03,7439,967900,2323990,2483093
20,5.35,3.81,0:10.75,6607,1024871,2582931,2734283
10,5.69,9.16,0:21.56,24445,2255430,5013152,6036033
5,5.90,7.11,0:20.80,4034,2492450,4703605,5966080
