RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.11,0.18,0:02.76,0,101049,0,0
90,7.71,0.59,0:03.12,39925,113596,60806,40698
80,7.48,0.66,0:03.09,46929,115810,66743,47795
70,7.67,0.81,0:03.23,57622,110257,67643,58658
60,7.49,0.77,0:03.14,63618,136783,82225,65568
50,7.81,1.02,0:03.33,68613,227570,130246,73561
40,9.10,2.66,0:04.34,183052,819248,472468,496737
30,9.23,3.10,0:04.62,207424,866862,520082,573783
20,8.90,3.44,0:04.62,223405,879293,535695,598830
10,9.20,3.48,0:04.79,237117,874197,537766,607631
5,10.93,4.34,0:05.72,282798,943243,564076,640210
