RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,99197,121396.7,28916.31,,,,,,,
100,1,975,1421.482,0.421,,,,,,,
100,2,1051,1547.964,0.821,,,,,,,
100,3,402,762.369,1.771,,,,,,,
100,4,256,432.576,1.673,,,,,,,
90,0,115918,193258.8,34527.00,11269,74783.83,818.201,2,43243.11,57467561,
90,1,19329,106853.9,1448.695,14102,91331.97,1497.991,,,,
90,2,17720,109480.6,8205.573,15109,94711.42,2494.460,,,,
90,3,86,120.906,0.628,,,,,,,
90,4,185,291.095,3.206,,,,,,,
80,0,120073,230990.3,31808.39,15244,104549.2,9483.817,4,91242.81,15406874,
80,1,24605,137301.5,3024.517,17379,116596.7,3166.386,1,34738.63,0.000,
80,2,21076,118205.2,4342.672,15513,101362.2,21916.28,2,50128.16,659257468,
80,3,295,469.605,1.076,,,,,,,
80,4,201,308.687,1.197,,,,,,,
70,0,119862,243303.0,1061016,18283,120393.0,1593.590,6,122204.9,45402861,
70,1,25317,150110.6,12396.25,20107,129542.8,9928.054,1,12618.89,0.000,
70,2,38791,151808.8,20816.05,19500,126062.5,2495.932,1,15076.19,0.000,
70,3,226,364.775,0.702,,,,,,,
70,4,257,372.388,1.041,,,,,,,
60,0,138293,274853.2,50420.76,20721,142543.7,2166.924,7,153890.4,87287476,
60,1,31409,179062.0,6898.358,23354,155077.1,1815.245,1,29888.63,0.000,
60,2,44825,174405.4,12266.17,21175,143689.7,4431.486,1,21864.66,0.000,
60,3,163,282.209,3.996,,,,,,,
60,4,116,215.149,0.821,,,,,,,
50,0,141213,286168.0,51462.35,20916,142969.4,2238.379,7,148062.6,144978227,
50,1,63072,219746.5,102946.0,25556,175054.0,48534.85,,,,
50,2,77323,222610.1,716092.1,24189,167318.6,11802.55,,,,
50,3,344,543.639,1.769,,,,,,,
50,4,5,16.013,3.442,,,,,,,
40,0,410511,825001.4,1340121,64013,470978.7,475498.3,25,550076.8,76689077,
40,1,284060,658407.2,4591546,59609,424516.9,47911.24,16,331293.8,40198739,
40,2,271844,677867.8,276685.2,65358,459951.4,30432.98,19,418492.6,46041754,
40,3,166,219.172,0.359,,,,,,,
40,4,112,185.271,0.703,,,,,,,
30,0,447085,1016278,2265299,85143,600124.4,32640.81,31,596170.7,66362153,
30,1,328067,817476.9,35630516,75960,534951.6,52619.09,28,464643.4,33441936,
30,2,308544,755621.2,1209324,67914,488645.1,21066.52,24,429618.0,26476390,
30,3,77,108.815,0.872,,,,,,,
30,4,112,171.231,4.542,1,16.985,0.000,,,,
20,0,455190,1077274,627959.5,93601,647402.2,33811.88,37,585068.1,40091039,
20,1,329410,835314.0,628144.0,75190,541499.6,72450.15,25,401726.5,59813377,
20,2,332541,801331.5,2401387,70772,512838.2,128465.9,26,403700.8,35190286,
20,3,,,,,,,,,,
20,4,187,312.982,1.781,,,,,,,
10,0,525842,1281164,953721.2,102455,703879.3,6153082,60,745093.3,16345121,
10,1,389352,1056643,585284.5,90824,621409.8,43968.14,52,630062.6,10567582,
10,2,391763,1086813,1574103,92578,646527.9,63829.09,50,643960.9,10344368,
10,3,18,31.074,6.888,,,,,,,
10,4,295,482.589,0.437,,,,,,,
5,0,479289,1303048,3250778,99298,732089.6,62457.38,19,157734.3,7716132,
5,1,351327,1136299,1644800,88967,674687.8,44957.66,7,53490.27,4218321,
5,2,352080,1118467,858941.7,89209,675421.0,43919.66,9,66079.14,1031143,
5,3,77,96.809,0.703,,,,,,,
5,4,295,472.107,1.143,,,,,,,
