RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.02,0.15,0:04.18,0,100590,0,0
90,4.30,0.66,0:04.97,38415,104232,155279,123600
80,4.22,0.93,0:05.16,50061,102894,206775,162832
70,4.21,1.28,0:05.51,72281,123169,269392,240348
60,4.27,1.25,0:05.53,68656,109308,227604,222803
50,4.37,1.65,0:06.04,88219,156033,331967,322840
40,5.73,5.65,0:12.22,171649,906929,1627125,1601408
30,5.95,8.12,0:15.41,227594,1155114,2205657,2391408
20,6.04,7.77,0:15.38,217510,1165229,2163853,2426877
10,6.20,8.07,0:15.85,223534,1195364,2201851,2551246
5,6.26,9.96,0:18.16,298756,1587027,2052076,3422680
