RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.58,1.24,0:08.85,221,677953,4699,3110
90,7.49,1.52,0:09.03,31,689363,173642,65717
80,7.58,1.74,0:09.44,26,689371,386216,68931
70,7.66,2.20,0:09.89,96,689864,694938,104535
60,7.75,2.62,0:10.63,2028,706194,1059702,209349
50,7.81,4.60,0:13.15,12646,764979,1687227,826580
40,7.93,4.77,0:14.61,12386,864012,2190715,1452310
30,7.80,4.63,0:14.17,19246,900711,2181312,1830244
20,7.85,3.48,0:12.17,2649,857382,1715910,1516500
10,8.25,4.10,0:14.47,2377,1006367,2918317,2850678
5,8.97,6.14,0:17.41,19932,1118476,3806976,3775363
