RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.76,0.20,0:02.39,0,101063,0,0
90,7.74,0.75,0:02.53,7576,135602,73520,49623
80,7.92,0.56,0:02.54,220,107072,63839,50223
70,7.94,0.53,0:02.56,295,103615,66911,62849
60,8.27,0.75,0:02.69,19044,136071,88629,75850
50,8.38,0.93,0:02.76,20535,189633,138441,111063
40,9.40,3.14,0:03.59,39134,507502,473180,397335
30,9.25,4.18,0:03.85,6352,548092,531302,559887
20,9.56,4.69,0:04.13,80016,558102,549277,608174
10,10.42,4.30,0:04.22,151556,549101,546486,601833
5,13.54,13.76,0:08.99,1457122,909835,572339,924742
