RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.80,0.12,0:02.16,0,100521,0,0
90,3.95,0.26,0:02.34,1101,140713,44666,41804
80,4.01,0.32,0:02.42,2260,151998,58203,52706
70,4.05,0.33,0:02.44,3689,162692,73733,64883
60,4.07,0.37,0:02.48,6273,173394,78694,75291
50,4.39,0.73,0:02.82,33321,215192,113630,108610
40,4.83,1.78,0:03.61,2882,1074501,532300,509348
30,4.81,2.49,0:03.98,4398,1351416,693100,743514
20,4.79,2.59,0:04.04,301,1380394,707098,773185
10,4.98,2.70,0:04.19,100,1382652,709343,776595
5,5.69,2.78,0:04.58,3462,1386281,714162,781027
