RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.95,0.09,0:01.60,0,100476,0,0
90,4.05,0.37,0:01.74,98,149680,53429,43946
80,4.04,0.40,0:01.77,198,160683,66202,52335
70,4.11,0.36,0:01.80,126,166412,70697,62580
60,4.14,0.42,0:01.82,109,174714,73278,70272
50,4.33,0.46,0:01.89,1523,218184,97116,76308
40,5.28,2.24,0:02.82,8051,1128523,564348,309939
30,5.87,3.29,0:03.40,330,1359801,693224,744098
20,5.88,3.47,0:03.47,261,1383160,709962,772061
10,6.02,3.54,0:03.55,3396,1383535,710471,779755
5,6.60,4.45,0:04.12,21909,1472847,733374,799212
