RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.03,0.21,0:03.88,0,101094,0,0
90,7.27,0.40,0:04.11,242,109222,53577,42743
80,6.90,0.44,0:03.96,1526,109831,68033,52111
70,6.81,0.37,0:03.88,426,102488,66860,58343
60,7.55,0.44,0:04.28,297,111947,73786,65829
50,7.30,0.65,0:04.27,12609,182581,114575,82094
40,7.79,1.74,0:05.06,26437,506263,483608,422325
30,7.87,1.76,0:05.16,1533,529279,524493,561233
20,7.40,2.20,0:05.12,2726,542182,540783,584598
10,8.37,1.82,0:05.43,2051,537600,538063,587335
5,10.37,3.39,0:07.30,268417,553769,557100,603610
