RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.78,0.09,0:02.13,0,100521,0,0
90,3.99,0.26,0:02.35,939,140678,44439,41735
80,3.98,0.34,0:02.41,2418,152109,58445,53150
70,4.02,0.35,0:02.44,3345,162938,73188,64934
60,4.04,0.40,0:02.48,5043,171647,77090,73926
50,4.34,0.77,0:02.82,32789,214707,113113,108026
40,4.80,1.91,0:03.63,4607,1110908,551664,529452
30,4.90,2.43,0:04.00,4851,1351934,693502,744297
20,4.92,2.39,0:04.01,337,1380372,707128,773498
10,5.08,2.63,0:04.21,100,1382658,709338,776632
5,5.63,2.84,0:04.58,3528,1386792,714414,781063
