RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.11,5.35,0:07.46,435705,613076,564018,469347
90,2.16,2.05,0:04.96,30,1048755,565050,528959
80,2.28,2.04,0:05.02,14,1048778,565616,562237
70,2.36,2.02,0:05.05,15,1048780,565621,562357
60,2.31,2.05,0:04.96,16,1048783,565620,562407
50,2.35,2.05,0:04.97,15,1048787,565628,562619
40,2.54,1.91,0:04.97,15,1048790,565627,562703
30,2.46,1.97,0:04.91,15,1048793,565618,562814
20,2.58,1.91,0:04.92,15,1048796,565624,562922
10,2.59,1.93,0:04.91,15,1048799,565627,563035
5,2.56,1.98,0:04.91,15,1048801,565626,563088
