RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100846,0
90,155730,40709
80,168951,47169
70,186559,54581
60,183796,66419
50,246392,70712
40,1159885,144772
30,1498385,241064
20,1501991,241568
