RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.76,0.12,0:02.13,0,100521,0,0
90,3.95,0.29,0:02.35,974,140742,44546,41687
80,3.97,0.32,0:02.39,2710,152311,58607,53327
70,3.96,0.36,0:02.41,3700,162696,73770,64807
60,3.99,0.44,0:02.48,4627,170739,76420,73523
50,4.41,0.70,0:02.82,33003,216630,114141,108325
40,4.85,1.86,0:03.64,4594,1104596,548367,530201
30,4.86,2.49,0:04.01,6219,1349224,692622,744392
20,4.77,2.59,0:04.03,353,1380557,707330,773110
10,5.14,2.53,0:04.19,101,1382658,709342,776618
5,5.65,2.83,0:04.58,3195,1386880,713788,780738
