RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,678495,235
90,690381,81
80,690273,84
70,691524,179
60,717334,21748
50,730107,12196
40,765302,12857
30,840887,35497
20,869002,2876
10,929868,5255
5,946877,5392
