RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.56,0.90,0:06.47,212,677936,813,560
90,5.60,0.96,0:06.56,32,689362,39117,11415
80,5.67,0.91,0:06.58,25,689371,80538,11391
70,5.69,1.02,0:06.72,120,689378,153529,24397
60,5.72,1.45,0:07.18,21693,694688,244964,83049
50,5.81,1.57,0:07.41,12140,715723,348688,165244
40,6.08,1.58,0:07.71,12798,742766,438770,300478
30,6.00,2.18,0:08.30,35442,785731,560644,503406
20,6.03,2.08,0:08.28,2820,825985,652349,581982
10,6.21,2.32,0:08.67,5196,872806,711458,734510
5,6.82,2.56,0:09.49,5337,889002,772473,804627
