RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.91,1.80,0:06.73,0,1446073,0,0
90,4.85,2.28,0:07.15,2415,1449725,231964,7679
80,4.95,2.80,0:07.79,2076,1450063,458688,13985
70,5.09,4.34,0:09.61,23692,1650829,982600,303964
60,5.11,8.74,0:14.47,179463,2068284,2024110,1086754
50,5.49,15.81,0:22.10,544623,2369500,3182440,2426469
40,5.58,55.00,1:03.81,2225918,5048089,10253601,9401592
30,5.48,92.88,1:40.97,4912074,3835456,15412971,14631998
20,5.42,108.90,1:59.03,5146284,4711051,18901052,18205046
10,5.65,129.21,2:19.73,5870098,5351301,22763045,21834338
5,6.39,128.59,2:19.78,5535124,6058802,22905357,22365016
