RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.88,1.68,0:04.62,33011,539242,257467,162893
90,2.98,3.15,0:08.96,8,758079,2095072,1676827
80,3.17,4.12,0:10.89,8,763606,2710538,1779074
70,2.89,5.23,0:12.01,16,767947,2817210,1735798
60,3.03,7.25,0:17.57,247,957845,4424113,2981992
50,3.07,8.04,0:18.74,130,1004948,5109582,3344449
40,2.94,9.58,0:20.75,16,1006543,5566559,3714862
30,2.99,10.00,0:21.30,24,1010810,5903312,3372684
20,2.84,51.27,0:54.34,24,550468,5801658,3012767
10,3.22,35.46,0:41.26,20,621336,4990256,2300765
5,3.29,7.06,0:12.79,24,938059,3287145,2163217
