RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.51,0.11,0:03.63,0,100590,0,0
90,3.54,0.55,0:04.09,38076,104235,51860,41259
80,3.58,0.63,0:04.21,50167,102552,68929,54242
70,3.52,0.92,0:04.45,73646,123318,89858,79747
60,3.55,0.84,0:04.40,70294,112568,80122,79249
50,3.63,1.07,0:04.72,92138,159746,115214,109703
40,3.74,3.18,0:07.50,164770,973340,594494,530208
30,3.75,4.36,0:08.81,262333,1120403,709297,774288
20,3.64,4.41,0:08.80,253530,1129575,709573,778994
10,3.84,4.44,0:09.03,258292,1184524,730573,817566
5,4.22,5.31,0:10.54,329088,1561968,814741,1237667
