RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.51,0.77,0:03.29,8,525723,75181,23680
90,2.52,11.58,0:15.42,126939,921849,2827320,2764367
80,2.53,12.25,0:16.12,127680,921112,2828049,2806777
70,2.55,12.82,0:16.69,127209,921586,3172466,2811585
60,2.53,13.50,0:17.40,126461,922337,3696716,2797696
50,2.74,14.23,0:18.35,125914,922889,4210978,2804376
40,2.59,15.07,0:19.07,125695,923110,4507041,2827404
30,2.52,15.85,0:19.75,125023,923790,4788748,2833720
20,2.69,16.49,0:20.57,125393,923423,5064725,2836710
10,2.65,17.21,0:21.25,124518,924302,5342358,2842641
5,2.61,17.68,0:21.68,131471,917350,5478179,2848747
