RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105057,0
90,128610,6948
80,130220,5664
70,115899,4124
60,112097,3576
50,130637,4198
40,392194,28987
30,650908,6220
20,665070,7714
10,1341109,140182
5,1206482,3962
