RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.99,0.08,0:01.61,0,100476,-28372695,0
90,4.10,0.52,0:01.87,112,146589,-28372695,44202
80,4.10,0.62,0:01.95,381,163622,-28422859,54040
70,4.15,0.52,0:01.97,130,166485,-28488823,62488
60,4.16,0.55,0:01.97,73,168907,-28559503,69242
50,4.39,0.53,0:02.04,3767,200072,-28630310,76986
40,5.54,2.93,0:03.26,11414,1054196,-28719007,293967
30,4.81,5.94,0:04.29,1023,1362713,-29247568,737503
20,4.98,5.53,0:04.24,2872,1395139,-29944986,769439
10,4.57,10.19,0:06.18,177970,1493619,-30660867,916118
5,5.73,3.76,0:04.39,13253,1403040,-31414586,787183
