RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.55,0.83,0:03.40,4,524486,79035,38662
90,2.55,13.94,0:18.18,125830,922964,3393182,3336654
80,2.57,14.56,0:18.76,126068,922729,3402092,3365323
70,2.63,15.28,0:19.57,126188,922607,4037070,3361472
60,2.67,16.16,0:20.48,125512,923286,4688754,3359893
50,2.61,17.12,0:21.42,124541,924261,5051312,3357954
40,2.63,17.60,0:21.77,158153,890652,5187742,3174206
30,3.10,16.60,0:22.16,126081,922727,5261662,2950963
20,3.22,15.51,0:20.64,136654,912158,5121746,2589859
10,2.98,9.98,0:13.71,190896,857919,3326593,1564917
5,2.69,170.33,2:53.25,324528,724376,6908342,3826536
