RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.34,0.14,0:04.49,0,100590,0,0
90,4.48,0.44,0:04.99,872,111744,270389,255833
80,4.52,0.70,0:05.28,3702,115190,357412,321655
70,4.58,1.07,0:05.70,5073,118446,444017,392725
60,4.52,1.09,0:05.71,6051,121375,467337,432438
50,4.64,1.70,0:06.47,19039,143177,657807,591527
40,5.01,5.55,0:12.35,28514,728613,3022566,2887441
30,5.29,5.04,0:17.13,189,1166996,4238040,4577085
20,5.39,4.96,0:17.09,170,1170814,4214376,4546229
10,5.21,7.43,0:17.47,18380,1090771,4234838,4614128
5,5.33,10.99,0:23.54,63439,1543290,4373958,6532670
