RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.36,0.60,0:02.97,453,617718,-32139976,3137
90,2.15,3.79,0:05.98,162133,886656,-32239456,544349
80,2.16,4.02,0:06.20,192527,856264,-32804745,562969
70,2.11,4.42,0:06.55,242821,805975,-33370355,562986
60,2.18,3.92,0:06.13,192206,856592,-33935967,562981
50,2.17,4.39,0:06.59,225375,823431,-34501578,563017
40,2.26,4.09,0:06.37,237833,810972,-35067196,563015
30,2.28,4.10,0:06.40,254934,793873,-35632812,563014
20,2.32,3.87,0:06.21,240501,808309,-36198422,563019
10,2.35,3.48,0:05.87,207371,841442,-36764031,563019
5,2.40,3.58,0:06.00,231217,817596,-37329649,563037
