RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.96,0.05,0:01.58,0,100476,0,0
90,4.03,0.75,0:01.86,36477,105673,50754,39471
80,4.22,0.83,0:01.96,51014,104644,70230,55234
70,4.25,0.95,0:02.04,62438,110616,77759,67966
60,4.08,0.99,0:01.99,65761,103972,73009,71035
50,4.72,1.14,0:02.27,90014,151174,109338,102880
40,5.28,4.44,0:03.75,176056,825160,505259,447064
30,5.40,6.43,0:04.69,259468,1058045,673941,742308
20,5.03,6.91,0:04.80,274288,1097294,705248,790666
10,5.05,6.90,0:04.89,286264,1096705,709871,800503
5,5.79,7.27,0:05.38,294896,1125681,725277,811665
