RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.52,0.81,0:06.33,113,678723,1521,644
90,5.65,0.75,0:06.42,1526,687872,54457,13477
80,5.70,0.86,0:06.58,1957,689684,144759,15633
70,5.65,1.30,0:06.96,8019,707324,205647,33744
60,5.75,1.94,0:07.70,38927,741660,309038,80311
50,5.75,2.87,0:08.65,75719,814034,375700,148963
40,5.87,3.98,0:09.89,131779,889426,498058,309976
30,5.90,5.02,0:11.00,190748,977639,560277,461396
20,5.88,5.40,0:11.44,192803,1062536,670075,594799
10,6.02,6.26,0:12.50,249594,1123396,720223,753540
5,6.94,6.04,0:13.28,241599,1200820,771497,845460
