RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.51,4.29,0:07.19,60660,761958,952021,768947
90,2.68,9.02,0:12.61,129236,919553,2462085,2228546
80,2.68,9.90,0:13.64,130358,918434,2262589,2256276
70,2.50,10.42,0:13.92,129397,919398,2337948,2229067
60,2.47,11.12,0:14.59,128537,920262,2790731,2248431
50,2.47,11.67,0:15.14,128483,920319,3123651,2247194
40,2.51,12.46,0:16.00,128344,920466,3643339,2249929
30,2.56,12.82,0:16.47,126642,922163,3879410,2263900
20,2.61,13.09,0:16.78,126133,922678,4074503,2239204
10,2.62,13.42,0:17.14,126069,922742,4251773,2230908
5,2.57,10.18,0:13.56,127991,920830,3224242,1648333
