RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.44,1.16,0:03.61,149,600993,77563,1601
90,2.63,1.82,0:04.47,33333,753232,386176,266607
80,2.69,1.81,0:04.51,33460,753113,450745,267043
70,2.54,2.08,0:04.62,33380,753192,490543,267330
60,2.45,2.57,0:05.03,73958,929577,534089,478463
50,2.64,2.55,0:05.20,83240,965486,534588,529752
40,2.53,4.97,0:07.51,524304,524421,534606,531540
30,2.68,4.78,0:07.46,524305,524421,534601,531530
20,2.55,4.97,0:07.52,524304,524421,534599,531530
10,2.74,4.60,0:07.34,524304,524422,534607,531542
5,2.97,4.38,0:07.36,524303,524426,534610,531538
