RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.27,0.84,0:03.14,1162,696409,183799,7537
90,2.30,1.82,0:04.31,32829,753739,381292,282946
80,2.32,1.83,0:04.34,32816,753750,439588,283770
70,2.34,1.85,0:04.38,32867,753709,492866,284547
60,2.48,3.01,0:05.62,74091,922509,564472,497971
50,2.36,3.41,0:05.90,80458,968268,565352,549372
40,2.35,8.39,0:10.75,501694,547033,565587,563030
30,2.45,4.30,0:06.88,191673,857054,565584,563022
20,2.37,2.81,0:05.30,77752,970975,565586,563027
10,2.52,2.67,0:05.33,86701,962025,565587,563024
5,2.48,2.76,0:05.41,91790,956937,565585,563022
