RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.66,0.13,0:03.80,0,104760,0,0
90,3.70,0.21,0:03.91,4981,121311,26263,16894
80,3.68,0.29,0:03.97,4133,156560,63076,54459
70,3.68,0.34,0:04.03,4790,172426,74477,72474
60,3.66,0.39,0:04.05,4029,178057,75495,78395
50,3.71,0.50,0:04.22,15712,196858,91867,91664
40,3.99,1.22,0:05.22,65621,426206,234968,225024
30,4.36,1.90,0:06.27,19516,1269680,650473,672230
20,4.43,2.07,0:06.53,32161,1294753,681521,741072
10,4.76,3.90,0:08.70,37692,2626005,1281367,1542919
5,4.83,3.91,0:08.77,36705,2629034,1282834,1613576
