RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.54,0.10,0:03.64,0,100590,0,0
90,3.55,0.25,0:03.84,982,140804,44539,42478
80,3.57,0.30,0:03.90,4020,153220,60228,55131
70,3.51,0.39,0:03.94,4191,162917,74066,66209
60,3.57,0.40,0:04.01,6301,171885,77747,75348
50,3.67,0.64,0:04.34,31869,213468,111963,107183
40,3.98,1.80,0:05.89,16668,1099822,552553,584545
30,3.90,2.25,0:06.32,2434,1379912,708907,763432
20,3.97,2.13,0:06.29,29,1382706,709360,776522
10,4.14,2.02,0:06.32,2017,1389288,713754,778691
5,3.94,3.86,0:07.95,81749,1811878,821546,1237580
