RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.87,0.13,0:04.00,0,104759,0,0
90,3.88,0.20,0:04.08,5097,121470,26754,16852
80,3.81,0.32,0:04.14,4202,156565,63178,54524
70,3.72,0.36,0:04.08,4737,172470,74468,72460
60,3.68,0.39,0:04.07,3862,177650,75186,78351
50,3.77,0.46,0:04.24,15940,195880,91493,91922
40,3.89,1.39,0:05.30,71067,428028,239373,228728
30,4.29,1.99,0:06.30,19567,1270164,650780,670858
20,4.34,2.13,0:06.49,31680,1295331,680936,741370
10,4.77,3.88,0:08.70,37580,2626127,1281375,1542729
5,4.78,3.87,0:08.68,36709,2629050,1282844,1613521
