RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,786568,777488.4,403274.4,13805,101099.5,1579.236,,,,53519.80,262154,10344.32,1840.760,786568,124585.5,51416.68
100,1,566,784.102,2.816,,,,,,,,,,,566,22.824,0.000
100,2,331,528.060,2.953,,,,,,,,,,,331,15.241,0.000
100,3,58,87.179,0.357,,,,,,,,,,,58,2.427,0.000
100,4,2041,2972.958,2.066,,,,,,,,,,,2041,73.716,0.000
90,0,786494,890295.3,3967418,7,53.919,3.851,13,61174.89,3553668,224334.7,262157,9233.398,198.795,786494,294167.6,3772746
90,1,1487,2015.961,1.281,,,,,,,,,,,1487,66.925,0.153
90,2,1374,2602.880,5.015,,,,,,,,,,,1374,67.294,0.020
90,3,1073,1512.003,3.051,,,,,,,,,,,1073,38.644,0.000
90,4,760,1060.391,2.514,,,,,,,,,,,760,29.003,0.000
80,0,786635,916163.9,12403988,35,297.586,30.724,9,51762.72,489156.6,232190.9,262186,9667.496,3268.244,786635,302835.8,11508811
80,1,460,580.941,0.970,,,,,,,,,,,460,16.177,0.000
80,2,1650,4551.321,20.432,,,,,,,,,,,1650,103.902,0.239
80,3,1522,2053.783,1.659,,,,,,,,,,,1522,52.734,0.000
80,4,1292,1755.563,2.481,,,,,,,,,,,1292,45.796,0.000
70,0,786578,939095.9,6484858,12,93.193,1.138,6,34919.14,499854.5,238206.8,262163,9689.831,1269.363,786578,310560.0,6046627
70,1,2090,2894.876,126.906,,,,,,,,,,,2090,76.536,0.011
70,2,1493,2771.044,10.330,,,,,,,,,,,1493,88.165,0.499
70,3,1207,1688.643,2.650,8,69.808,18.980,,,,,8,0.313,0.000,1207,42.569,0.000
70,4,482,682.007,2.315,,,,,,,,,,,482,33.609,0.534
60,0,995268,1208964,3016708,30,216.920,10.720,24,153555.7,5082054,355309.8,470852,15782.50,12873.36,995268,447857.8,1122028
60,1,1287,1784.772,4.578,,,,,,,,,,,1287,50.674,0.000
60,2,702,1346.350,12.964,8,52.559,1.855,,,,,8,0.261,0.000,702,27.028,0.003
60,3,3762,4866.349,232.156,,,,,,,,,,,3762,170.023,0.861
60,4,2315,3320.506,16.364,,,,,,,,,,,2315,137.482,6.650
50,0,1048652,1295426,1198430,86,852.519,17.941,21,125094.3,4576777,393139.4,524312,16978.59,913.564,1048652,489892.3,932845.3
50,1,1632,2322.191,2.730,,,,,,,,,,,1632,62.698,0.000
50,2,1010,2427.775,20.416,,,,,,,,,,,1010,49.545,0.023
50,3,1082,1428.281,1.675,,,,,,,,,,,1082,40.050,0.000
50,4,821,1169.711,3.055,,,,,,,,,,,821,30.181,0.000
40,0,1048785,1318075,1544308,18,132.702,11.008,10,55954.59,1020810,402005.3,524314,17066.27,2339.828,1048785,499242.3,1239700
40,1,1945,2865.103,2.447,8,56.099,2.870,,,,,8,0.311,0.000,1945,75.654,0.000
40,2,1897,4021.596,9.575,,,,,,,,,,,1897,96.936,0.033
40,3,2000,2827.721,2.834,,,,,,,,,,,2000,76.677,0.000
40,4,1000,1576.591,2.945,34,222.132,5.732,,,,,34,1.136,0.000,1000,38.695,0.000
30,0,1048711,1327897,1993324,18,139.413,12.451,4,20246.59,1245405,404631.7,524315,17344.05,1387.080,1048711,502294.3,1642612
30,1,1850,2662.236,1.578,,,,,,,,,,,1850,64.572,0.000
30,2,1826,4161.648,8.838,,,,,,,,,,,1826,88.360,0.031
30,3,1943,2546.305,1.304,,,,,,,,,,,1943,72.869,0.000
30,4,1470,1885.988,1.545,,,,,,,,,,,1470,52.854,0.000
20,0,1048652,1317028,1178907,17,145.624,29.308,2,11500.58,1023668,394786.1,524312,16517.39,619.734,1048652,491390.9,899448.0
20,1,235,581.199,13.855,30,252.800,27.575,,,,,30,1.029,0.000,235,8.881,0.000
20,2,386,431.842,3.502,,,,,,,,,,,386,33.416,0.766
20,3,569,791.913,2.853,,,,,,,,,,,569,21.564,0.000
20,4,2255,3223.198,13.686,,,,,,,,,,,2255,95.599,0.660
10,0,1048652,1314424,1176620,18,139.637,13.409,,,,394695.9,524312,16209.17,580.481,1048652,491790.9,926012.3
10,1,3829,4627.920,54.281,,,,,,,,,,,3829,211.469,1.868
10,2,1536,3287.090,7.845,,,,,,,,,,,1536,69.333,0.010
10,3,2328,3206.463,10.049,,,,,,,,,,,2328,85.215,0.001
10,4,1922,2626.138,1.897,,,,,,,,,,,1922,70.893,0.000
5,0,1048947,1308482,852908.1,18,143.846,13.021,,,,389958.3,524314,16403.22,2375.552,1048947,487782.9,595636.0
5,1,1300,1710.958,2.241,,,,,,,,,,,1300,61.360,0.159
5,2,617,1021.638,6.643,,,,,,,,,,,617,23.487,0.002
5,3,952,1242.111,1.375,,,,,,,,,,,952,35.573,0.000
5,4,944,1290.385,1.844,,,,,,,,,,,944,37.157,0.000
