RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.23,1.11,0:03.35,13805,772760,298891,18916
90,2.29,1.27,0:03.57,7,786562,411943,283390
80,2.41,1.19,0:03.60,7,786562,443911,283846
70,2.41,1.25,0:03.67,12,786566,495056,284584
60,2.42,1.73,0:04.16,30,995236,564415,494374
50,2.44,1.80,0:04.25,86,1048641,565419,552964
40,2.47,1.78,0:04.25,18,1048713,565594,563042
30,2.56,1.69,0:04.25,18,1048712,565592,563029
20,2.55,1.71,0:04.27,17,1048710,565592,563027
10,2.55,1.72,0:04.27,18,1048709,565580,563014
5,2.63,1.64,0:04.28,18,1048712,565594,563024
