RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.52,0.87,0:06.40,16,678249,927,577
90,5.59,0.87,0:06.47,30,689368,39290,11344
80,5.64,0.87,0:06.52,26,689375,82039,11542
70,5.70,0.95,0:06.67,73,699943,154933,24180
60,5.74,1.38,0:07.13,21612,741600,244997,82948
50,5.90,1.45,0:07.38,12117,832221,343339,162268
40,5.93,1.84,0:07.83,12345,973565,452488,303831
30,5.84,2.41,0:08.38,23137,1140213,560575,497888
20,5.99,2.31,0:08.48,2527,1224130,652599,584062
10,6.24,2.55,0:08.95,4496,1371832,714102,740710
5,7.00,2.71,0:09.83,5404,1443540,774673,806469
