RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.61,0.30,0:02.99,0,101049,0,0
90,7.32,0.57,0:03.00,67,153099,0,41342
80,7.35,0.55,0:03.02,56,163826,0,49268
70,7.32,0.53,0:03.02,214,170492,0,58606
60,7.43,0.58,0:03.06,765,207690,0,66081
50,7.73,0.91,0:03.27,3393,318172,0,79840
40,8.87,2.18,0:04.09,2799,997409,0,420301
30,8.87,2.47,0:04.22,128,1083084,0,560167
20,8.97,2.71,0:04.34,133,1100947,0,579760
10,9.50,2.90,0:04.59,2910,1112025,0,588186
5,11.42,3.91,0:05.65,29436,1206275,0,615822
