RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,678619,91
90,693736,1528
80,693402,1463
70,704531,8798
60,765540,37563
50,851280,78201
40,987170,125411
30,1208736,209169
20,1306701,199304
10,1483652,238450
5,1587174,241079
