RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.55,0.83,0:06.39,82,678055,787,555
90,5.64,0.86,0:06.51,1518,687880,37625,11815
80,5.58,0.95,0:06.54,1449,687952,79405,11738
70,5.65,1.12,0:06.78,8784,690989,151072,25054
60,5.73,1.81,0:07.56,37546,723515,241827,94072
50,5.88,2.70,0:08.61,78172,764292,343766,175137
40,5.90,3.76,0:09.73,125400,844383,429064,304845
30,5.77,5.82,0:11.73,209139,952935,561655,502817
20,6.00,5.73,0:11.99,199292,1026921,651523,605365
10,6.08,6.71,0:13.12,238440,1132609,709393,764172
5,6.87,6.82,0:14.06,241067,1218744,778147,864560
