RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.34,0.78,0:03.13,4631,675877,165659,7323
90,2.10,1.90,0:04.00,28,1048760,565487,555336
80,2.15,1.90,0:04.05,14,1048779,565616,562963
70,2.16,1.89,0:04.06,14,1048781,565619,562927
60,2.17,1.78,0:03.95,14,1048784,565619,562959
50,2.15,1.86,0:04.02,16,1048788,565624,562963
40,2.27,1.66,0:03.94,14,1048792,565624,562960
30,2.23,1.64,0:03.87,14,1048794,565625,562958
20,2.37,1.47,0:03.85,14,1048795,565618,562962
10,2.33,1.47,0:03.81,14,1048798,565622,562968
5,2.35,1.45,0:03.81,14,1048800,565624,562981
