RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,682441,4686
90,1050372,83
80,1050640,68
70,1050411,71
60,1050089,71
50,1049737,73
40,1049263,70
30,1049512,71
20,1049380,66
10,1049362,70
5,1049262,71
