RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,680433,559506.3,117576.7,4631,33487.13,9.423,,,,44699.26
100,1,329,331.636,0.327,,,,,,,
100,2,1792,2328.454,1.690,,,,,,,
100,3,1612,2077.554,3.444,,,,,,,
100,4,1103,1545.005,3.409,30,224.259,14.606,,,,
100,5,908,1259.072,2.373,9,64.554,3.233,,,,
100,6,466,542.235,1.353,,,,,,,
90,0,1048713,1199876,5270831,28,190.685,3.959,20,243506.8,23856252,432054.6
90,1,3861,3810.774,42.760,,,,,,,
90,2,1732,2414.419,1.824,,,,,,,
90,3,1315,1768.160,2.948,16,108.875,4.528,,,,
90,4,1313,1921.795,4.842,31,231.781,20.622,,,,
90,5,960,1162.019,2.457,,,,,,,
90,6,1047,1087.915,0.267,,,,,,,
80,0,1048789,1197667,4429627,14,119.197,16.187,24,306150.4,37239352,428364.0
80,1,969,1210.040,2.258,,,,,,,
80,2,774,1291.033,4.611,16,105.539,3.308,,,,
80,3,225,273.362,2.497,,,,,,,
80,4,201,244.986,0.406,,,,,,,
80,5,2164,2933.549,49.634,,,,,,,
80,6,1712,2073.943,1.265,,,,,,,
70,0,1048795,1208137,4866660,14,111.732,16.913,19,225907.6,23115604,428363.1
70,1,1230,1538.609,2.556,,,,,,,
70,2,952,1608.936,5.270,32,208.851,4.387,,,,
70,3,433,660.236,4.035,16,110.439,5.120,,,,
70,4,59,71.987,0.244,,,,,,,
70,5,2007,2693.432,2.052,,,,,,,
70,6,1516,1635.256,0.895,,,,,,,
60,0,1048852,1195915,6287814,14,101.349,2.179,14,180042.6,19253610,422891.2
60,1,1479,1761.653,1.634,,,,,,,
60,2,1577,2123.378,2.911,,,,,,,
60,3,1028,1233.715,1.736,,,,,,,
60,4,847,1067.827,2.505,8,58.410,2.455,,,,
60,5,549,671.395,1.631,,,,,,,
60,6,373,479.326,2.386,,,,,,,
50,0,1048988,1160183,3183452,16,136.862,15.188,15,306290.0,159643881,406442.8
50,1,1821,2186.181,1.706,,,,,,,
50,2,1649,2649.427,4.456,,,,,,,
50,3,1275,1592.688,2.466,,,,,,,
50,4,862,1264.353,3.126,32,200.218,0.628,,,,
50,5,500,565.403,0.823,,,,,,,
50,6,272,359.225,3.388,9,66.652,3.312,,,,
40,0,1048839,1191548,16808008,14,99.397,3.941,10,137769.3,40607719,414090.7
40,1,966,1048.352,1.883,,,,,,,
40,2,670,1041.446,4.657,,,,,,,
40,3,3859,3979.305,47.108,,,,,,,
40,4,1903,2470.116,2.133,,,,,,,
40,5,1608,2091.297,2.610,,,,,,,
40,6,1201,1335.264,1.212,,,,,,,
30,0,1048842,1172518,4535569,14,115.970,22.040,7,86343.31,17681176,404034.8
30,1,1714,2058.056,1.471,,,,,,,
30,2,1436,2468.707,4.842,8,56.740,3.300,,,,
30,3,1592,2026.115,2.935,,,,,,,
30,4,795,979.626,2.235,,,,,,,
30,5,462,423.449,3.481,,,,,,,
30,6,485,563.700,0.887,,,,,,,
20,0,1048997,1185335,8200932,14,113.276,19.608,4,36517.55,574230.7,403284.5
20,1,2342,2794.470,3.867,,,,,,,
20,2,1478,2463.870,4.774,,,,,,,
20,3,1567,2024.440,2.175,9,65.137,3.224,,,,
20,4,615,780.524,1.423,,,,,,,
20,5,393,504.732,0.715,,,,,,,
20,6,68,165.393,7.390,9,66.668,5.423,,,,
10,0,1048808,1169296,58357084,14,100.850,2.509,2,16803.73,411505.9,396195.8
10,1,439,506.428,0.959,,,,,,,
10,2,144,204.431,8.400,,,,,,,
10,3,2195,3009.456,23.427,,,,,,,
10,4,1879,2322.214,1.733,,,,,,,
10,5,1372,1616.144,2.024,,,,,,,
10,6,1024,1429.692,4.807,32,219.378,6.463,,,,
5,0,1048919,1178182,11110963,14,116.295,20.845,1,7671.158,0.000,399821.3
5,1,912,1140.446,2.148,,,,,,,
5,2,1433,2441.735,4.054,,,,,,,
5,3,496,818.288,4.740,33,229.055,7.418,,,,
5,4,349,548.642,3.194,16,106.099,1.943,,,,
5,5,3,6.103,0.746,,,,,,,
5,6,1691,2278.232,2.531,,,,,,,
