RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.30,1.47,0:04.25,32359,754208,283548,255813
90,2.37,1.46,0:04.31,32488,754080,343472,256834
80,2.32,1.63,0:04.38,32775,753791,411675,283464
70,2.46,1.52,0:04.44,32775,753798,463733,284242
60,2.39,2.33,0:05.18,59793,940338,564568,503630
50,2.42,2.69,0:05.52,88968,959764,565354,549361
40,2.61,2.50,0:05.43,87322,961408,565532,559825
30,2.53,2.72,0:05.51,98316,950414,565590,563146
20,2.62,4.74,0:07.36,524303,524427,565589,563117
10,2.61,2.58,0:05.35,98315,950412,565588,563124
5,2.61,4.61,0:07.22,524303,524428,565590,563110
