RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.79,0.07,0:02.11,0,100521,-17020707,0
90,3.97,0.70,0:02.54,41613,107906,-17020707,45895
80,3.87,0.88,0:02.62,47866,113196,-17080601,53349
70,3.87,1.05,0:02.73,58469,125651,-17151420,64947
60,4.00,0.95,0:02.74,61324,107470,-17231691,68872
50,4.13,1.12,0:02.88,71275,173680,-17302877,84592
40,4.92,3.73,0:04.66,155483,1029035,-17413407,363993
30,4.88,5.22,0:05.68,225999,1082030,-18011655,738717
20,4.62,5.61,0:05.80,263311,1117312,-18681815,795105
10,4.81,5.58,0:05.95,266546,1115507,-19389784,800241
5,5.57,5.94,0:06.56,269323,1135365,-20099128,806766
