RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.20,0.14,0:04.35,0,104857,0,0
90,4.23,0.43,0:04.67,14047,113897,109872,63253
80,4.36,1.11,0:05.49,51381,116590,311932,224196
70,4.39,1.42,0:05.83,68157,116846,324030,303154
60,4.39,1.67,0:06.08,75831,121786,332995,333378
50,4.45,1.90,0:06.37,87967,152541,425147,407090
40,4.86,2.93,0:07.98,103525,320864,922674,930843
30,5.02,8.44,0:15.13,236127,1055207,2327169,2512735
20,5.30,8.69,0:15.75,212714,1116479,2497208,2778961
10,5.33,20.15,0:29.61,471400,2153186,4777603,5787723
5,5.46,20.52,0:30.68,462651,2203058,4909687,6273319
