RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,1446004,1029006,360727.0,,,,,,,,,,,1446004,40235.52,4715.687,,,
100,1,1527,2203.314,2.210,,,,,,,,,,,1527,58.970,0.000,,,
100,2,352,700.767,4.376,,,,,,,,,,,352,27.324,0.004,,,
100,3,1689,2337.263,2.549,,,,,,,,,,,1689,62.626,0.000,,,
100,4,1449,2002.117,3.119,,,,,,,,,,,1449,51.509,0.000,,,
90,0,1451860,1097831,646662.1,2010,34424.60,27.708,3,58958.29,1683857,,3453,1499.935,15.112,1451860,41960.15,3775.300,,,
90,1,1686,2238.632,2.728,,,,,,,,,,,1686,59.948,0.000,,,
90,2,412,778.907,1.355,,,,,,,,,,,412,33.970,0.002,,,
90,3,5228,6795.815,146.474,,,,,,,,,,,5228,301.615,4.659,,,
90,4,2638,3845.389,7.879,,,,,,,,,,,2638,93.447,0.001,,,
80,0,1451934,1111231,723950.0,2157,36703.27,351.762,15,216946.3,13724372,,3488,1616.107,14.557,1451934,42764.15,23872.67,,,
80,1,2231,3135.773,28.342,9,155.468,3.881,,,,,24,0.799,0.000,2231,113.379,4.175,,,
80,2,476,916.957,3.998,,,,,,,,,,,476,51.282,0.532,,,
80,3,2302,3088.381,8.941,,,,,,,,,,,2302,85.040,0.003,,,
80,4,1662,2191.064,2.397,,,,,,,,,,,1662,60.724,0.000,,,
70,0,1673468,1777766,4636244,20216,469553.8,120774.1,28,472538.4,23536224,,143821,60075.37,120318.4,1673468,49320.93,7472.652,,,
70,1,2856,3802.556,3.472,,,,,,,,,,,2856,100.666,0.000,,,
70,2,1022,1634.473,3.162,,,,,,,,,,,1022,57.388,0.001,,,
