RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.10,1.64,0:05.74,0,1445976,0,0
90,4.16,1.73,0:05.90,2010,1449856,113610,5215
80,4.16,1.94,0:06.10,2154,1449713,225193,6851
70,4.35,2.82,0:07.23,20216,1653327,491064,149982
60,4.49,7.08,0:11.84,182894,2075758,1017895,548298
50,4.78,17.93,0:23.06,745422,2252885,1491860,1236870
40,5.01,53.27,1:00.51,2252894,5087774,4605360,4486646
30,5.01,72.91,1:20.44,3235103,5526993,5048535,7133133
20,5.04,71.47,1:19.77,3001120,6882537,5287682,8788026
10,5.11,75.62,1:25.00,3126517,8059337,5323503,10394728
5,5.16,76.20,1:25.93,3123105,8471102,5331572,10866577
