RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
30,0,602872,1154489,77378.36,15,112.108,7.923,14,97994.98,13763436,615843.8,78679,2956.125,100.634,602872,671463.2,17525465,,,
30,1,573,728.009,1.019,,,,,,,,,,,573,21.091,0.000,,,
30,2,86,124.151,3.311,,,,,,,,,,,86,3.596,0.000,,,
30,3,2070,3104.793,2.631,,,,,,,,,,,2070,72.640,0.000,,,
30,4,2225,2859.150,9.239,,,,,,,,,,,2225,77.880,0.001,,,
