RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.15,5.47,0:07.62,439650,609132,564086,473522
90,2.16,2.20,0:05.06,32,925721,565075,530509
80,2.40,2.04,0:05.11,14,949458,565607,562233
70,2.26,2.23,0:05.11,14,949386,565622,562363
60,2.25,2.25,0:05.06,15,943181,565620,562412
50,2.38,2.17,0:05.07,15,944453,565628,562617
40,2.38,2.20,0:05.05,14,941913,565627,562708
30,2.37,2.21,0:05.01,14,938975,565622,562822
20,2.49,2.16,0:05.04,14,939121,565622,562924
10,2.64,2.04,0:05.03,14,938110,565625,563027
5,2.60,2.09,0:05.03,14,937227,565626,563079
