RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.19,3.57,0:05.76,108829,939957,558104,123195
90,2.18,2.88,0:05.36,191,1048599,565354,546638
80,2.14,2.81,0:05.27,14,1048783,565620,562226
70,2.24,2.61,0:05.17,14,1048784,565613,562300
60,2.21,2.62,0:05.15,14,1048786,565617,562388
50,2.22,2.93,0:05.48,14,1048791,565625,562729
40,2.33,2.38,0:05.04,14,1048792,565623,562698
30,2.42,2.17,0:04.93,14,1048796,565625,562792
20,2.38,2.31,0:05.03,14,1048800,565626,562890
10,2.45,1.99,0:04.78,14,1048800,565623,562979
5,2.39,1.98,0:04.72,14,1048802,565623,563003
