RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.14,1.13,0:08.28,118,678490,0,231
90,6.90,1.30,0:08.20,56,689446,0,12608
80,7.02,1.32,0:08.35,395,698797,0,13832
70,7.06,1.49,0:08.56,834,714985,0,23681
60,7.20,1.75,0:08.96,14944,764222,0,70128
50,7.22,2.04,0:09.28,6080,903742,0,121941
40,7.30,2.40,0:09.71,6926,1032137,0,269852
30,7.56,2.59,0:10.16,15827,1153547,0,442073
20,7.75,2.62,0:10.39,2212,1264171,0,540054
10,7.98,2.88,0:10.87,3916,1370026,0,694405
5,8.77,2.97,0:11.76,3426,1445287,0,755635
