RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.63,0.69,0:06.32,124,678705,1516,642
90,5.56,0.86,0:06.44,1528,687870,54558,13494
80,5.68,0.90,0:06.60,1942,690204,145922,15734
70,5.63,1.33,0:06.97,8533,706746,207066,34212
60,5.64,2.03,0:07.68,38592,742162,307401,80615
50,5.80,2.84,0:08.66,76919,815407,381664,151160
40,5.92,3.94,0:09.89,131238,891036,498310,308676
30,5.89,5.06,0:11.02,189979,977395,557990,464460
20,6.00,5.36,0:11.53,196449,1060246,670713,593998
10,6.13,6.20,0:12.61,249894,1123080,719371,756789
5,6.97,6.13,0:13.40,248821,1195338,773030,846507
