RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
30,0,1382659,2772918,627398.8,246616,1715267,189297.9,4,21021.10,4043607,,757643,113005.9,232860.7,1382659,45361.25,8532.158,,,
30,1,6332,7423.053,190.079,,,,,,,,,,,6332,377.504,8.211,,,
30,2,2673,5320.741,14.512,1,9.866,0.000,,,,,10,0.368,0.000,2673,122.739,0.043,,,
30,3,2824,3824.627,4.741,,,,,,,,,,,2824,132.556,0.363,,,
30,4,3226,4192.867,10.646,,,,,,,,,,,3226,128.714,0.421,,,
